scope_type,scope,method,reference,family,n_configs,n_clusters,mean_ref,mean_method,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict
emp_m,m=0.8,v2at308,atc,policy-vs-rule,180,180,448.1663633333332,447.6761966666667,-0.49016666666665776,-1.2600598888888839,0.060207666666678816,4.481663633333333,0.19801240045685709,1.0,equivalent
emp_m,m=0.8,v2at306,atc,policy-vs-rule,180,180,448.1663633333332,447.8619255555556,-0.3044377777777661,-0.8760559444444315,0.16293183333334288,4.481663633333333,0.4703377962613965,1.0,equivalent
emp_m,m=0.8,v2at304,atc,policy-vs-rule,180,180,448.1663633333332,447.9981022222223,-0.16826111111110137,-0.6332500833333279,0.16726180555555742,4.481663633333333,0.6944398006355911,1.0,equivalent
emp_m,m=0.8,v2at307,atc,policy-vs-rule,180,180,448.1663633333332,448.12008888888886,-0.04627444444443572,-0.8287461111111004,0.714630083333344,4.481663633333333,0.6318194543788418,1.0,equivalent
emp_m,m=0.8,v2at303,atc,policy-vs-rule,180,180,448.1663633333332,448.22959666666674,0.06323333333334094,-0.4797803888888859,0.5456760000000029,4.481663633333333,0.38341175034774766,1.0,equivalent
emp_m,m=0.8,v2at301,atc,policy-vs-rule,180,180,448.1663633333332,449.8277633333333,1.661400000000005,-0.27267233333333113,4.487831555555557,4.481663633333333,0.14853614643738033,1.0,inconclusive
emp_m,m=0.8,wspt,atc,rule-vs-rule,180,180,448.1663633333332,450.36247,2.196106666666666,1.364366055555555,3.164319055555552,4.481663633333333,3.631423132845855e-07,6.173419325837953e-06,equivalent
emp_m,m=0.8,random,atc,rule-vs-rule,180,180,448.1663633333332,450.5859366666666,2.419573333333342,0.6498272222222278,4.9254523888889095,4.481663633333333,0.0017063576642319274,0.022182649635015057,inconclusive
emp_m,m=0.8,lpt,atc,rule-vs-rule,180,180,448.1663633333332,455.3309055555556,7.164542222222232,-0.07875855555555093,18.2864936111111,4.481663633333333,0.20456441569175576,0.4091288313835115,inconclusive
emp_m,m=0.8,rollcp2,edd,optimizer-vs-rule,48,48,506.54738333333336,506.0364666666667,-0.5109166666666655,-1.33013729166667,0.06076729166666382,5.065473833333334,0.028524000718169275,0.08557200215450783,equivalent
emp_m,m=0.8,rl301,edd,policy-vs-rule,180,180,446.6359855555555,446.21380777777773,-0.42217777777777565,-0.8995014166666649,-0.061889611111111666,4.466359855555555,0.02312980249735946,0.8326728899049406,equivalent
emp_m,m=0.8,v2at302,edd,policy-vs-rule,180,180,446.6359855555555,446.2681099999999,-0.3678755555555565,-0.9578027222222232,0.19164655555555385,4.466359855555555,0.1094211588192293,1.0,equivalent
emp_m,m=0.8,v2rl301,edd,policy-vs-rule,180,180,446.6359855555555,446.28743666666657,-0.348548888888889,-0.9326081944444455,0.19280158333333222,4.466359855555555,0.12404279309009482,1.0,equivalent
emp_m,m=0.8,v2rl307,edd,policy-vs-rule,180,180,446.6359855555555,446.29960777777774,-0.3363777777777764,-0.8871995555555524,0.2007669722222217,4.466359855555555,0.07473549830588254,1.0,equivalent
